;time;status;count;;;;;
2284;15h 05;processing;10;;;;;
2285;15h 05;refunded;5;;;;;
2286;15h 06;refunded;6;;;;;
2287;15h 06;approved;641;;;;;
2288;15h 06;failed;2;;;;;
2289;15h 06;denied;111;;;;;
2290;15h 06;reversed;49;;;;;
2291;15h 06;backend_reversed;3;;;;;
2292;15h 07;approved;302;;;;;
2293;15h 07;processing;9;;;;;
2294;15h 07;backend_reversed;20;;;;;
2295;15h 07;refunded;5;;;;;
2296;15h 07;denied;68;;;;;
2297;15h 07;reversed;32;;;;;
2298;15h 07;failed;1;;;;;
2299;15h 08;backend_reversed;9;;;;;
2300;15h 08;reversed;64;;;;;
2301;15h 08;processing;13;;;;;
2302;15h 08;refunded;2;;;;;
2303;15h 08;approved;178;;;;;
2304;15h 08;denied;29;;;;;
2305;15h 09;processing;8;;;;;
2306;15h 09;reversed;46;;;;;
2307;15h 09;approved;28;;;;;
2308;15h 09;denied;20;;;;;
2309;15h 09;backend_reversed;5;;;;;
2310;15h 10;reversed;173;;;;;
2311;15h 10;approved;189;;;;;
2312;15h 10;backend_reversed;17;;;;;
2313;15h 10;denied;80;;;;;
2314;15h 10;processing;9;;;;;
2315;15h 10;failed;3;;;;;
2316;15h 10;refunded;1;;;;;
2317;15h 11;failed;2;;;;;
2318;15h 11;approved;436;;;;;
2319;15h 11;denied;94;;;;;
2320;15h 11;backend_reversed;14;;;;;
2321;15h 11;processing;2;;;;;
2322;15h 11;reversed;154;;;;;
2323;15h 11;refunded;9;;;;;
2324;15h 12;reversed;106;;;;;
2325;15h 12;approved;551;;;;;
2326;15h 12;denied;72;;;;;
2327;15h 12;processing;11;;;;;
2328;15h 12;backend_reversed;11;;;;;
2329;15h 12;refunded;5;;;;;
2330;15h 13;reversed;79;;;;;
2331;15h 13;backend_reversed;15;;;;;
2332;15h 13;processing;7;;;;;
2333;15h 13;denied;65;;;;;
2334;15h 13;refunded;2;;;;;
2335;15h 13;failed;3;;;;;
2336;15h 13;approved;246;;;;;
2337;15h 14;processing;7;;;;;
2338;15h 14;approved;133;;;;;
2339;15h 14;refunded;3;;;;;
2340;15h 14;reversed;74;;;;;
2341;15h 14;denied;44;;;;;
2342;15h 14;backend_reversed;13;;;;;
2343;15h 15;refunded;3;;;;;
2344;15h 15;approved;561;;;;;
2345;15h 15;denied;100;;;;;
2346;15h 15;processing;5;;;;;
2347;15h 15;reversed;122;;;;;
2348;15h 15;backend_reversed;16;;;;;
2349;15h 16;denied;110;;;;;
2350;15h 16;reversed;42;;;;;
2351;15h 16;approved;632;;;;;
2352;15h 16;backend_reversed;13;;;;;
2353;15h 16;refunded;10;;;;;
2354;15h 17;refunded;5;;;;;
2355;15h 17;backend_reversed;12;;;;;
2356;15h 17;reversed;47;;;;;
2357;15h 17;denied;108;;;;;
2358;15h 17;approved;469;;;;;
2359;15h 17;processing;6;;;;;
2360;15h 18;denied;15;;;;;
2361;15h 18;processing;8;;;;;
2362;15h 18;approved;58;;;;;
2363;15h 18;failed;1;;;;;
2364;15h 18;reversed;12;;;;;
2365;15h 19;approved;343;;;;;
2366;15h 19;denied;103;;;;;
2367;15h 19;backend_reversed;23;;;;;
2368;15h 19;reversed;202;;;;;
2369;15h 19;refunded;6;;;;;
2370;15h 19;processing;2;;;;;
2371;15h 19;failed;1;;;;;
2372;15h 20;reversed;99;;;;;
2373;15h 20;refunded;4;;;;;
2374;15h 20;approved;503;;;;;
2375;15h 20;failed;3;;;;;
2376;15h 20;processing;4;;;;;
2377;15h 20;denied;115;;;;;
2378;15h 20;backend_reversed;22;;;;;
2379;15h 21;denied;92;;;;;
2380;15h 21;backend_reversed;12;;;;;
2381;15h 21;reversed;76;;;;;
2382;15h 21;approved;560;;;;;
2383;15h 21;processing;6;;;;;
2384;15h 21;refunded;4;;;;;
2385;15h 21;failed;3;;;;;
2386;15h 22;approved;276;;;;;
2387;15h 22;processing;5;;;;;
2388;15h 22;refunded;2;;;;;
2389;15h 22;denied;56;;;;;
2390;15h 22;reversed;39;;;;;
2391;15h 22;backend_reversed;12;;;;;
2392;15h 22;failed;1;;;;;
2393;15h 24;reversed;267;;;;;
2394;15h 24;denied;105;;;;;
2395;15h 24;approved;300;;;;;
2396;15h 24;refunded;8;;;;;
2397;15h 24;backend_reversed;18;;;;;
2398;15h 24;failed;5;;;;;
2399;15h 25;refunded;7;;;;;
2400;15h 25;denied;56;;;;;
2401;15h 25;reversed;119;;;;;
2402;15h 25;approved;452;;;;;
2403;15h 25;failed;2;;;;;
2404;15h 26;denied;60;;;;;
2405;15h 26;approved;464;;;;;
2406;15h 26;refunded;3;;;;;
2407;15h 26;processing;4;;;;;
2408;15h 26;reversed;84;;;;;
2409;15h 26;backend_reversed;11;;;;;
2410;15h 27;approved;393;;;;;
2411;15h 27;processing;9;;;;;
2412;15h 27;failed;2;;;;;
2413;15h 27;reversed;32;;;;;
2414;15h 27;backend_reversed;9;;;;;
2415;15h 27;denied;66;;;;;
2416;15h 27;refunded;3;;;;;
2417;15h 28;reversed;62;;;;;
2418;15h 28;denied;66;;;;;
2419;15h 28;processing;3;;;;;
2420;15h 28;backend_reversed;13;;;;;
2421;15h 28;refunded;3;;;;;
2422;15h 28;approved;370;;;;;
2423;15h 29;reversed;76;;;;;
2424;15h 29;failed;4;;;;;
2425;15h 29;backend_reversed;12;;;;;
2426;15h 29;approved;594;;;;;
2427;15h 29;denied;112;;;;;
2428;15h 29;refunded;2;;;;;
2429;15h 30;denied;69;;;;;
2430;15h 30;reversed;28;;;;;
2431;15h 30;refunded;3;;;;;
2432;15h 30;backend_reversed;14;;;;;
2433;15h 30;approved;489;;;;;
2434;15h 31;backend_reversed;14;;;;;
2435;15h 31;approved;399;;;;;
2436;15h 31;processing;2;;;;;
2437;15h 31;denied;60;;;;;
2438;15h 31;refunded;5;;;;;
2439;15h 31;reversed;19;;;;;
2440;15h 31;failed;3;;;;;
2441;15h 32;backend_reversed;8;;;;;
2442;15h 32;processing;15;;;;;
2443;15h 32;approved;386;;;;;
2444;15h 32;failed;2;;;;;
2445;15h 32;denied;60;;;;;
2446;15h 32;reversed;21;;;;;
2447;15h 32;refunded;3;;;;;
2448;15h 34;denied;60;;;;;
2449;15h 34;backend_reversed;15;;;;;
2450;15h 34;failed;3;;;;;
2451;15h 34;approved;199;;;;;
2452;15h 34;reversed;275;;;;;
2453;15h 34;processing;7;;;;;
2454;15h 34;refunded;2;;;;;
2455;15h 35;denied;63;;;;;
2456;15h 35;reversed;119;;;;;
2457;15h 35;approved;429;;;;;
2458;15h 35;backend_reversed;3;;;;;
2459;15h 35;processing;6;;;;;
2460;15h 36;approved;105;;;;;
2461;15h 36;processing;33;;;;;
2462;15h 36;denied;19;;;;;
2463;15h 36;backend_reversed;8;;;;;
2464;15h 36;refunded;3;;;;;
2465;15h 36;reversed;80;;;;;
2466;15h 37;denied;57;;;;;
2467;15h 37;approved;192;;;;;
2468;15h 37;processing;9;;;;;
2469;15h 37;reversed;146;;;;;
2470;15h 37;refunded;3;;;;;
2471;15h 37;backend_reversed;15;;;;;
2472;15h 38;approved;151;;;;;
2473;15h 38;refunded;4;;;;;
2474;15h 38;reversed;58;;;;;
2475;15h 38;denied;24;;;;;
2476;15h 38;backend_reversed;10;;;;;
2477;15h 38;processing;7;;;;;
2478;15h 39;denied;43;;;;;
2479;15h 39;reversed;154;;;;;
2480;15h 39;approved;141;;;;;
2481;15h 39;backend_reversed;7;;;;;
2482;15h 39;refunded;7;;;;;
2483;15h 40;reversed;84;;;;;
2484;15h 40;approved;338;;;;;
2485;15h 40;processing;7;;;;;
2486;15h 40;failed;2;;;;;
2487;15h 40;denied;53;;;;;
2488;15h 40;backend_reversed;8;;;;;
2489;15h 40;refunded;1;;;;;
2490;15h 41;backend_reversed;7;;;;;
2491;15h 41;refunded;6;;;;;
2492;15h 41;approved;370;;;;;
2493;15h 41;reversed;145;;;;;
2494;15h 41;processing;7;;;;;
2495;15h 41;denied;54;;;;;
2496;15h 42;reversed;58;;;;;
2497;15h 42;approved;170;;;;;
2498;15h 42;refunded;4;;;;;
2499;15h 42;denied;28;;;;;
2500;15h 42;backend_reversed;11;;;;;
2501;15h 42;processing;8;;;;;
2502;15h 43;reversed;46;;;;;
2503;15h 43;refunded;1;;;;;
2504;15h 43;approved;62;;;;;
2505;15h 43;processing;7;;;;;
2506;15h 43;denied;23;;;;;
2507;15h 43;backend_reversed;8;;;;;
2508;15h 44;processing;3;;;;;
2509;15h 44;refunded;7;;;;;
2510;15h 44;backend_reversed;15;;;;;
2511;15h 44;denied;73;;;;;
2512;15h 44;approved;261;;;;;
2513;15h 44;reversed;177;;;;;
2514;15h 46;approved;33;;;;;
2515;15h 46;backend_reversed;6;;;;;
2516;15h 46;reversed;19;;;;;
2517;15h 46;denied;3;;;;;
2518;15h 47;refunded;3;;;;;
2519;15h 47;processing;7;;;;;
2520;15h 47;backend_reversed;9;;;;;
2521;15h 47;denied;31;;;;;
2522;15h 47;approved;216;;;;;
2523;15h 47;reversed;79;;;;;
2524;15h 48;reversed;92;;;;;
2525;15h 48;denied;37;;;;;
2526;15h 48;backend_reversed;5;;;;;
2527;15h 48;failed;1;;;;;
2528;15h 48;refunded;4;;;;;
2529;15h 48;processing;1;;;;;
2530;15h 48;approved;218;;;;;
2531;15h 49;backend_reversed;5;;;;;
2532;15h 49;refunded;3;;;;;
2533;15h 49;approved;152;;;;;
2534;15h 49;denied;25;;;;;
2535;15h 49;processing;1;;;;;
2536;15h 49;reversed;69;;;;;
2537;15h 50;approved;332;;;;;
2538;15h 50;denied;38;;;;;
2539;15h 50;refunded;3;;;;;
2540;15h 50;backend_reversed;3;;;;;
2541;15h 50;reversed;134;;;;;
2542;15h 51;reversed;137;;;;;
2543;15h 51;approved;468;;;;;
2544;15h 51;denied;51;;;;;
2545;15h 51;refunded;10;;;;;
2546;15h 51;backend_reversed;3;;;;;
2547;15h 52;refunded;6;;;;;
2548;15h 52;failed;2;;;;;
2549;15h 52;approved;326;;;;;
2550;15h 52;reversed;108;;;;;
2551;15h 52;denied;55;;;;;
2552;15h 52;processing;9;;;;;
2553;15h 52;backend_reversed;12;;;;;
2554;15h 53;reversed;106;;;;;
2555;15h 53;backend_reversed;6;;;;;
2556;15h 53;refunded;6;;;;;
2557;15h 53;approved;737;;;;;
2558;15h 53;denied;80;;;;;
2559;15h 54;denied;90;;;;;
2560;15h 54;approved;668;;;;;
2561;15h 54;reversed;34;;;;;
2562;15h 54;backend_reversed;11;;;;;
2563;15h 54;refunded;11;;;;;
2564;15h 55;processing;8;;;;;
2565;15h 55;backend_reversed;7;;;;;
2566;15h 55;refunded;3;;;;;
2567;15h 55;approved;116;;;;;
2568;15h 55;reversed;20;;;;;
2569;15h 55;denied;15;;;;;
2570;15h 56;processing;4;;;;;
2571;15h 56;reversed;8;;;;;
2572;15h 56;backend_reversed;1;;;;;
2573;15h 57;reversed;176;;;;;
2574;15h 57;processing;14;;;;;
2575;15h 57;refunded;10;;;;;
2576;15h 57;approved;239;;;;;
2577;15h 57;backend_reversed;24;;;;;
2578;15h 57;denied;70;;;;;
2579;15h 58;backend_reversed;8;;;;;
2580;15h 58;denied;16;;;;;
2581;15h 58;processing;8;;;;;
2582;15h 58;reversed;29;;;;;
2583;15h 58;approved;66;;;;;
2584;15h 59;denied;12;;;;;
2585;15h 59;approved;57;;;;;
2586;15h 59;reversed;50;;;;;
2587;15h 59;refunded;3;;;;;
2588;16h 00;reversed;172;;;;;
2589;16h 00;processing;5;;;;;
2590;16h 00;denied;54;;;;;
2591;16h 00;backend_reversed;17;;;;;
2592;16h 00;refunded;9;;;;;
2593;16h 00;approved;191;;;;;
2594;16h 01;processing;9;;;;;
2595;16h 01;reversed;107;;;;;
2596;16h 01;approved;153;;;;;
2597;16h 01;backend_reversed;14;;;;;
2598;16h 01;denied;33;;;;;
2599;16h 01;refunded;6;;;;;
2600;16h 02;backend_reversed;16;;;;;
2601;16h 02;approved;205;;;;;
2602;16h 02;refunded;3;;;;;
2603;16h 02;denied;33;;;;;
2604;16h 02;processing;3;;;;;
2605;16h 02;reversed;70;;;;;
2606;16h 03;refunded;7;;;;;
2607;16h 03;approved;308;;;;;
2608;16h 03;reversed;116;;;;;
2609;16h 03;denied;36;;;;;
2610;16h 03;processing;7;;;;;
2611;16h 03;backend_reversed;11;;;;;
2612;16h 04;approved;64;;;;;
2613;16h 04;refunded;2;;;;;
2614;16h 04;reversed;38;;;;;
2615;16h 04;denied;14;;;;;
2616;16h 04;processing;3;;;;;
2617;16h 04;backend_reversed;11;;;;;
2618;16h 05;reversed;106;;;;;
2619;16h 05;approved;128;;;;;
2620;16h 05;denied;33;;;;;
2621;16h 05;refunded;6;;;;;
2622;16h 05;backend_reversed;11;;;;;
2623;16h 05;processing;11;;;;;
2624;16h 07;denied;14;;;;;
2625;16h 07;backend_reversed;8;;;;;
2626;16h 07;reversed;42;;;;;
2627;16h 07;approved;47;;;;;
2628;16h 07;processing;4;;;;;
2629;16h 08;approved;192;;;;;
2630;16h 08;refunded;3;;;;;
2631;16h 08;reversed;87;;;;;
2632;16h 08;denied;32;;;;;
2633;16h 08;processing;11;;;;;
2634;16h 08;backend_reversed;8;;;;;
2635;16h 09;refunded;4;;;;;
2636;16h 09;backend_reversed;7;;;;;
2637;16h 09;approved;89;;;;;
2638;16h 09;reversed;79;;;;;
2639;16h 09;denied;22;;;;;
2640;16h 10;refunded;5;;;;;
2641;16h 10;reversed;82;;;;;
2642;16h 10;denied;28;;;;;
2643;16h 10;backend_reversed;12;;;;;
2644;16h 10;processing;4;;;;;
2645;16h 10;approved;139;;;;;
2646;16h 11;denied;69;;;;;
2647;16h 11;backend_reversed;10;;;;;
2648;16h 11;processing;3;;;;;
2649;16h 11;reversed;141;;;;;
2650;16h 11;approved;323;;;;;
2651;16h 11;refunded;7;;;;;
2652;16h 12;approved;432;;;;;
2653;16h 12;processing;3;;;;;
2654;16h 12;backend_reversed;8;;;;;
2655;16h 12;reversed;94;;;;;
2656;16h 12;refunded;3;;;;;
2657;16h 12;denied;53;;;;;
2658;16h 13;reversed;22;;;;;
2659;16h 13;backend_reversed;8;;;;;
2660;16h 13;approved;66;;;;;
2661;16h 13;denied;8;;;;;
2662;16h 13;processing;5;;;;;
2663;16h 15;processing;5;;;;;
2664;16h 15;approved;65;;;;;
2665;16h 15;backend_reversed;15;;;;;
2666;16h 15;refunded;3;;;;;
2667;16h 15;denied;13;;;;;
2668;16h 15;reversed;39;;;;;
2669;16h 16;processing;5;;;;;
2670;16h 16;failed;4;;;;;
2671;16h 16;denied;52;;;;;
2672;16h 16;backend_reversed;19;;;;;
2673;16h 16;refunded;9;;;;;
2674;16h 16;reversed;145;;;;;
2675;16h 16;approved;261;;;;;
2676;16h 17;backend_reversed;8;;;;;
2677;16h 17;denied;28;;;;;
2678;16h 17;processing;2;;;;;
2679;16h 17;refunded;3;;;;;
2680;16h 17;approved;133;;;;;
2681;16h 17;reversed;74;;;;;
2682;16h 20;reversed;71;;;;;
2683;16h 20;backend_reversed;16;;;;;
2684;16h 20;processing;2;;;;;
2685;16h 20;approved;189;;;;;
2686;16h 20;denied;39;;;;;
2687;16h 20;refunded;3;;;;;
2688;16h 21;refunded;2;;;;;
2689;16h 21;backend_reversed;7;;;;;
2690;16h 21;reversed;82;;;;;
2691;16h 21;denied;34;;;;;
2692;16h 21;processing;4;;;;;
2693;16h 21;approved;152;;;;;
2694;16h 22;backend_reversed;12;;;;;
2695;16h 22;reversed;97;;;;;
2696;16h 22;denied;32;;;;;
2697;16h 22;approved;150;;;;;
2698;16h 22;refunded;3;;;;;
2699;16h 22;processing;5;;;;;
2700;16h 23;approved;85;;;;;
2701;16h 23;refunded;2;;;;;
2702;16h 23;backend_reversed;2;;;;;
2703;16h 23;reversed;72;;;;;
2704;16h 23;processing;12;;;;;
2705;16h 23;denied;18;;;;;
2706;16h 24;approved;108;;;;;
2707;16h 24;denied;24;;;;;
2708;16h 24;backend_reversed;7;;;;;
2709;16h 24;refunded;2;;;;;
2710;16h 24;reversed;72;;;;;
2711;16h 24;processing;3;;;;;
2712;16h 25;approved;73;;;;;
2713;16h 25;processing;6;;;;;
2714;16h 25;denied;23;;;;;
2715;16h 25;refunded;1;;;;;
2716;16h 25;reversed;79;;;;;
2717;16h 25;backend_reversed;10;;;;;
2718;16h 26;processing;8;;;;;
2719;16h 26;backend_reversed;13;;;;;
2720;16h 26;refunded;10;;;;;
2721;16h 26;denied;93;;;;;
2722;16h 26;reversed;240;;;;;
2723;16h 26;approved;579;;;;;
2724;16h 28;backend_reversed;13;;;;;
2725;16h 28;processing;25;;;;;
2726;16h 28;denied;7;;;;;
2727;16h 28;reversed;30;;;;;
2728;16h 28;approved;27;;;;;
2729;16h 29;approved;46;;;;;
2730;16h 29;processing;31;;;;;
2731;16h 29;denied;21;;;;;
2732;16h 29;backend_reversed;10;;;;;
2733;16h 29;reversed;57;;;;;
2734;16h 29;refunded;3;;;;;
2735;16h 30;approved;372;;;;;
2736;16h 30;denied;62;;;;;
2737;16h 30;failed;3;;;;;
2738;16h 30;processing;4;;;;;
2739;16h 30;refunded;2;;;;;
2740;16h 30;reversed;151;;;;;
2741;16h 30;backend_reversed;11;;;;;
2742;16h 31;backend_reversed;2;;;;;
2743;16h 31;failed;1;;;;;
2744;16h 31;denied;55;;;;;
2745;16h 31;refunded;11;;;;;
2746;16h 31;approved;512;;;;;
2747;16h 31;reversed;185;;;;;
2748;16h 32;denied;25;;;;;
2749;16h 32;backend_reversed;7;;;;;
2750;16h 32;refunded;4;;;;;
2751;16h 32;reversed;82;;;;;
2752;16h 32;processing;14;;;;;
2753;16h 32;approved;107;;;;;
2754;16h 33;approved;322;;;;;
2755;16h 33;refunded;4;;;;;
2756;16h 33;processing;2;;;;;
2757;16h 33;backend_reversed;20;;;;;
2758;16h 33;reversed;224;;;;;
2759;16h 33;denied;87;;;;;
2760;16h 34;reversed;221;;;;;
2761;16h 34;approved;613;;;;;
2762;16h 34;refunded;8;;;;;
2763;16h 34;failed;1;;;;;
2764;16h 34;denied;108;;;;;
2765;16h 34;backend_reversed;9;;;;;
2766;16h 35;reversed;144;;;;;
2767;16h 35;processing;14;;;;;
2768;16h 35;backend_reversed;5;;;;;
2769;16h 35;denied;99;;;;;
2770;16h 35;approved;803;;;;;
2771;16h 35;refunded;6;;;;;
2772;16h 36;reversed;63;;;;;
2773;16h 36;refunded;6;;;;;
2774;16h 36;denied;57;;;;;
2775;16h 36;processing;4;;;;;
2776;16h 36;backend_reversed;9;;;;;
2777;16h 36;approved;422;;;;;
2778;16h 37;approved;534;;;;;
2779;16h 37;processing;17;;;;;
2780;16h 37;reversed;73;;;;;
2781;16h 37;denied;85;;;;;
2782;16h 37;refunded;8;;;;;
2783;16h 37;backend_reversed;9;;;;;
2784;16h 38;reversed;65;;;;;
2785;16h 38;approved;658;;;;;
2786;16h 38;denied;81;;;;;
2787;16h 38;backend_reversed;12;;;;;
2788;16h 38;refunded;6;;;;;
2789;16h 39;denied;137;;;;;
2790;16h 39;reversed;53;;;;;
2791;16h 39;approved;657;;;;;
2792;16h 39;refunded;8;;;;;
2793;16h 39;backend_reversed;26;;;;;
2794;16h 40;refunded;10;;;;;
2795;16h 40;backend_reversed;23;;;;;
2796;16h 40;reversed;43;;;;;
2797;16h 40;approved;598;;;;;
2798;16h 40;denied;124;;;;;
2799;16h 41;backend_reversed;22;;;;;
2800;16h 41;denied;107;;;;;
2801;16h 41;refunded;7;;;;;
2802;16h 41;reversed;30;;;;;
2803;16h 41;approved;531;;;;;
2804;16h 42;reversed;30;;;;;
2805;16h 42;backend_reversed;21;;;;;
2806;16h 42;approved;525;;;;;
2807;16h 42;refunded;5;;;;;
2808;16h 42;denied;104;;;;;
2809;16h 43;backend_reversed;10;;;;;
2810;16h 43;failed;3;;;;;
2811;16h 43;processing;4;;;;;
2812;16h 43;approved;499;;;;;
2813;16h 43;denied;79;;;;;
2814;16h 43;reversed;28;;;;;
2815;16h 43;refunded;4;;;;;
2816;16h 44;processing;6;;;;;
2817;16h 44;reversed;24;;;;;
2818;16h 44;backend_reversed;17;;;;;
2819;16h 44;denied;37;;;;;
2820;16h 44;refunded;3;;;;;
2821;16h 44;approved;359;;;;;
2822;16h 45;approved;505;;;;;
2823;16h 45;refunded;2;;;;;
2824;16h 45;backend_reversed;11;;;;;
2825;16h 45;processing;2;;;;;
2826;16h 45;denied;55;;;;;
2827;16h 45;reversed;40;;;;;
2828;16h 46;approved;449;;;;;
2829;16h 46;denied;55;;;;;
2830;16h 46;backend_reversed;5;;;;;
2831;16h 46;reversed;21;;;;;
2832;16h 46;refunded;3;;;;;
2833;16h 47;reversed;14;;;;;
2834;16h 47;approved;467;;;;;
2835;16h 47;denied;62;;;;;
2836;16h 47;backend_reversed;7;;;;;
2837;16h 47;refunded;1;;;;;
2838;16h 48;denied;50;;;;;
2839;16h 48;reversed;18;;;;;
2840;16h 48;processing;4;;;;;
2841;16h 48;approved;410;;;;;
2842;16h 48;refunded;3;;;;;
2843;16h 49;processing;11;;;;;
2844;16h 49;denied;3;;;;;
2845;16h 49;reversed;6;;;;;
2846;16h 49;approved;23;;;;;
2847;16h 49;backend_reversed;3;;;;;
2848;16h 51;approved;43;;;;;
2849;16h 51;reversed;31;;;;;
2850;16h 51;denied;20;;;;;
2851;16h 51;backend_reversed;7;;;;;
2852;16h 52;reversed;112;;;;;
2853;16h 52;denied;56;;;;;
2854;16h 52;backend_reversed;5;;;;;
2855;16h 52;refunded;4;;;;;
2856;16h 52;processing;10;;;;;
2857;16h 52;approved;392;;;;;
2858;16h 53;refunded;1;;;;;
2859;16h 53;processing;11;;;;;
2860;16h 53;reversed;37;;;;;
2861;16h 53;approved;54;;;;;
2862;16h 53;denied;8;;;;;
2863;16h 54;approved;69;;;;;
2864;16h 54;backend_reversed;6;;;;;
2865;16h 54;processing;5;;;;;
2866;16h 54;denied;25;;;;;
2867;16h 54;refunded;4;;;;;
2868;16h 54;reversed;111;;;;;
2869;16h 55;reversed;139;;;;;
2870;16h 55;processing;9;;;;;
2871;16h 55;backend_reversed;10;;;;;
2872;16h 55;denied;30;;;;;
2873;16h 55;refunded;3;;;;;
2874;16h 55;approved;117;;;;;
2875;16h 56;refunded;10;;;;;
2876;16h 56;reversed;199;;;;;
2877;16h 56;approved;325;;;;;
2878;16h 56;backend_reversed;9;;;;;
2879;16h 56;denied;50;;;;;
2880;16h 56;processing;2;;;;;
2881;16h 57;refunded;8;;;;;
2882;16h 57;reversed;169;;;;;
2883;16h 57;denied;96;;;;;
2884;16h 57;approved;430;;;;;
2885;16h 57;backend_reversed;10;;;;;
2886;16h 58;approved;635;;;;;
2887;16h 58;processing;6;;;;;
2888;16h 58;reversed;117;;;;;
2889;16h 58;denied;65;;;;;
2890;16h 58;backend_reversed;9;;;;;
2891;16h 59;processing;4;;;;;
2892;16h 59;denied;76;;;;;
2893;16h 59;reversed;100;;;;;
2894;16h 59;backend_reversed;8;;;;;
2895;16h 59;approved;589;;;;;
2896;16h 59;refunded;6;;;;;
2897;17h 00;backend_reversed;13;;;;;
2898;17h 00;approved;690;;;;;
2899;17h 00;denied;100;;;;;
2900;17h 00;processing;14;;;;;
2901;17h 00;refunded;4;;;;;
2902;17h 00;reversed;55;;;;;
2903;17h 01;denied;25;;;;;
2904;17h 01;backend_reversed;6;;;;;
2905;17h 01;approved;172;;;;;
2906;17h 01;processing;12;;;;;
2907;17h 01;reversed;28;;;;;
2908;17h 02;denied;3;;;;;
2909;17h 02;approved;29;;;;;
2910;17h 02;processing;12;;;;;
2911;17h 02;reversed;19;;;;;
2912;17h 02;backend_reversed;23;;;;;
2913;17h 03;approved;57;;;;;
2914;17h 03;processing;9;;;;;
2915;17h 03;refunded;1;;;;;
2916;17h 03;reversed;43;;;;;
2917;17h 03;denied;11;;;;;
2918;17h 03;backend_reversed;13;;;;;
2919;17h 06;reversed;15;;;;;
2920;17h 06;processing;4;;;;;
2921;17h 06;backend_reversed;16;;;;;
2922;17h 07;backend_reversed;14;;;;;
2923;17h 07;reversed;12;;;;;
2924;17h 07;processing;4;;;;;
2925;17h 07;denied;6;;;;;
2926;17h 07;refunded;2;;;;;
2927;17h 07;approved;42;;;;;
2928;17h 08;backend_reversed;6;;;;;
2929;17h 08;reversed;9;;;;;
2930;17h 08;approved;103;;;;;
2931;17h 08;denied;13;;;;;
2932;17h 08;refunded;1;;;;;
2933;17h 08;processing;7;;;;;
2934;17h 09;denied;10;;;;;
2935;17h 09;backend_reversed;9;;;;;
2936;17h 09;approved;81;;;;;
2937;17h 09;reversed;50;;;;;
2938;17h 09;processing;8;;;;;
2939;17h 10;approved;405;;;;;
2940;17h 10;denied;40;;;;;
2941;17h 10;backend_reversed;7;;;;;
2942;17h 10;reversed;179;;;;;
2943;17h 10;refunded;8;;;;;
2944;17h 11;denied;38;;;;;
2945;17h 11;refunded;4;;;;;
2946;17h 11;backend_reversed;13;;;;;
2947;17h 11;processing;5;;;;;
2948;17h 11;reversed;123;;;;;
2949;17h 11;approved;329;;;;;
2950;17h 12;backend_reversed;9;;;;;
2951;17h 12;refunded;7;;;;;
2952;17h 12;reversed;119;;;;;
2953;17h 12;processing;3;;;;;
2954;17h 12;denied;39;;;;;
2955;17h 12;approved;163;;;;;
2956;17h 13;reversed;129;;;;;
2957;17h 13;denied;51;;;;;
2958;17h 13;approved;306;;;;;
2959;17h 13;refunded;9;;;;;
2960;17h 13;backend_reversed;16;;;;;
2961;17h 13;processing;8;;;;;
2962;17h 14;reversed;10;;;;;
2963;17h 14;processing;2;;;;;
2964;17h 14;backend_reversed;3;;;;;
2965;17h 14;denied;4;;;;;
2966;17h 15;reversed;102;;;;;
2967;17h 15;refunded;8;;;;;
2968;17h 15;approved;248;;;;;
2969;17h 15;processing;10;;;;;
2970;17h 15;denied;60;;;;;
2971;17h 15;backend_reversed;17;;;;;
2972;17h 16;refunded;6;;;;;
2973;17h 16;approved;225;;;;;
2974;17h 16;reversed;113;;;;;
2975;17h 16;backend_reversed;8;;;;;
2976;17h 16;denied;62;;;;;
2977;17h 16;processing;2;;;;;
2978;17h 17;reversed;89;;;;;
2979;17h 17;refunded;7;;;;;
2980;17h 17;approved;195;;;;;
2981;17h 17;denied;34;;;;;
2982;17h 17;backend_reversed;13;;;;;
2983;17h 17;processing;3;;;;;
2984;17h 18;approved;114;;;;;
2985;17h 18;reversed;51;;;;;
2986;17h 18;denied;26;;;;;
2987;17h 18;processing;8;;;;;
2988;17h 18;refunded;5;;;;;
2989;17h 18;backend_reversed;13;;;;;
2990;17h 19;reversed;24;;;;;
2991;17h 19;refunded;1;;;;;
2992;17h 19;backend_reversed;9;;;;;
2993;17h 19;processing;5;;;;;
2994;17h 19;denied;12;;;;;
2995;17h 19;approved;45;;;;;
2996;17h 21;reversed;86;;;;;
2997;17h 21;approved;221;;;;;
2998;17h 21;refunded;2;;;;;
2999;17h 21;denied;81;;;;;
3000;17h 21;backend_reversed;25;;;;;
3001;17h 21;processing;3;;;;;
3002;17h 22;approved;121;;;;;
3003;17h 22;processing;3;;;;;
3004;17h 22;reversed;38;;;;;
3005;17h 22;backend_reversed;9;;;;;
3006;17h 22;denied;23;;;;;
3007;17h 23;backend_reversed;18;;;;;
3008;17h 23;denied;14;;;;;
3009;17h 23;refunded;3;;;;;
3010;17h 23;approved;141;;;;;
3011;17h 23;processing;8;;;;;
3012;17h 23;reversed;31;;;;;
3013;17h 24;reversed;6;;;;;
3014;17h 24;processing;5;;;;;
3015;17h 24;approved;27;;;;;
3016;17h 24;backend_reversed;8;;;;;
3017;17h 26;backend_reversed;17;;;;;
3018;17h 26;reversed;68;;;;;
3019;17h 26;approved;201;;;;;
